CAS,refid,ref,hcdat_raw
89-72-5,0,"Journal of Chemical Thermodynamics, , vol. 21, # 4 p. 385 - 396","[{""casId"": ""99-71-8"", ""ZWM"": ""4-仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/362/99-71-8.png"", ""href"": ""/cas/99-71-8_333764.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""89-72-5"", ""ZWM"": ""邻仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/139/89-72-5.png"", ""href"": ""/cas/89-72-5_113.html""}]"
89-72-5,285664,"Chemical and Pharmaceutical Bulletin, , vol. 24, # 9 p. 1967 - 1975","[{""casId"": ""3766-81-2"", ""ZWM"": ""仲丁威"", ""img"": ""https://image.chemsrc.com/caspic/463/3766-81-2.png"", ""href"": ""/cas/3766-81-2_510712.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""89-72-5"", ""ZWM"": ""邻仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/139/89-72-5.png"", ""href"": ""/cas/89-72-5_113.html""}]"
89-72-5,0,"Journal of Chemical Thermodynamics, , vol. 21, # 4 p. 385 - 396","[{""casId"": ""1849-18-9"", ""ZWM"": ""2,4-二仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/216/1849-18-9.png"", ""href"": ""/cas/1849-18-9_751439.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""89-72-5"", ""ZWM"": ""邻仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/139/89-72-5.png"", ""href"": ""/cas/89-72-5_113.html""}, {""casId"": ""99-71-8"", ""ZWM"": ""4-仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/362/99-71-8.png"", ""href"": ""/cas/99-71-8_333764.html""}]"
89-72-5,0,"Journal of Chemical Thermodynamics, , vol. 21, # 4 p. 385 - 396","[{""casId"": ""5892-47-7"", ""ZWM"": ""2,4,6-tri-sec-butylphenol"", ""img"": ""https://image.chemsrc.com/caspic/122/5892-47-7.png"", ""href"": ""/cas/5892-47-7_799942.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""89-72-5"", ""ZWM"": ""邻仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/139/89-72-5.png"", ""href"": ""/cas/89-72-5_113.html""}, {""casId"": ""1849-18-9"", ""ZWM"": ""2,4-二仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/216/1849-18-9.png"", ""href"": ""/cas/1849-18-9_751439.html""}]"
89-72-5,0,"Journal of Chemical Thermodynamics, , vol. 21, # 4 p. 385 - 396","[{""casId"": ""54932-77-3"", ""ZWM"": ""2,5-双(1-甲基丙基)苯酚"", ""img"": ""https://image.chemsrc.com/caspic/326/54932-77-3.png"", ""href"": ""/cas/54932-77-3_690346.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""89-72-5"", ""ZWM"": ""邻仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/139/89-72-5.png"", ""href"": ""/cas/89-72-5_113.html""}, {""casId"": ""3522-86-9"", ""ZWM"": ""4-叔丁基-5-氯-2-羟基苯甲醛"", ""img"": ""https://image.chemsrc.com/caspic/073/3522-86-9.png"", ""href"": ""/cas/3522-86-9_574231.html""}]"
89-72-5,0,"Journal of the American Chemical Society, , vol. 56, p. 1715,1719","[{""casId"": ""7664-93-9"", ""ZWM"": ""硫酸"", ""img"": ""https://image.chemsrc.com/caspic/286/7664-93-9.png"", ""href"": ""/cas/7664-93-9_392126.html""}, {""casId"": ""10574-17-1"", ""ZWM"": ""butan-2-yloxybenzene"", ""img"": ""https://image.chemsrc.com/caspic/340/10574-17-1.png"", ""href"": ""/cas/10574-17-1_353818.html""}, {""casId"": ""64-19-7"", ""ZWM"": ""冰醋酸"", ""img"": ""https://image.chemsrc.com/caspic/005/64-19-7.png"", ""href"": ""/cas/64-19-7_162032.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""89-72-5"", ""ZWM"": ""邻仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/139/89-72-5.png"", ""href"": ""/cas/89-72-5_113.html""}, {""casId"": ""105-46-4"", ""ZWM"": ""乙酸仲丁酯"", ""img"": ""https://image.chemsrc.com/caspic/144/105-46-4.png"", ""href"": ""/cas/105-46-4_829786.html""}, {""casId"": ""118-93-4"", ""ZWM"": ""邻羟基苯乙酮"", ""img"": ""https://image.chemsrc.com/caspic/350/118-93-4.png"", ""href"": ""/cas/118-93-4_595332.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}]"
89-72-5,0,"Journal of the American Chemical Society, , vol. 54, p. 1194","[{""casId"": ""78-92-2"", ""ZWM"": ""仲丁醇"", ""img"": ""https://image.chemsrc.com/caspic/386/78-92-2.png"", ""href"": ""/cas/78-92-2_829784.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""89-72-5"", ""ZWM"": ""邻仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/139/89-72-5.png"", ""href"": ""/cas/89-72-5_113.html""}, {""casId"": ""99-71-8"", ""ZWM"": ""4-仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/362/99-71-8.png"", ""href"": ""/cas/99-71-8_333764.html""}]"
89-72-5,0,"Angewandte Chemie, , vol. 69, p. 699,700","[{""casId"": ""54509-73-8"", ""ZWM"": ""ethene"", ""img"": ""https://image.chemsrc.com/caspic/253/54509-73-8.png"", ""href"": ""/cas/54509-73-8_581152.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""90-00-6"", ""ZWM"": ""2-乙基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/003/90-00-6.png"", ""href"": ""/cas/90-00-6_844701.html""}, {""casId"": ""89-72-5"", ""ZWM"": ""邻仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/139/89-72-5.png"", ""href"": ""/cas/89-72-5_113.html""}, {""casId"": ""1006-59-3"", ""ZWM"": ""2,6-二乙基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/162/1006-59-3.png"", ""href"": ""/cas/1006-59-3_420842.html""}, {""casId"": ""74926-91-3"", ""ZWM"": ""2-(sec-Butyl)-6-ethylphenol"", ""img"": ""https://image.chemsrc.com/caspic/351/74926-91-3.png"", ""href"": ""/cas/74926-91-3_303503.html""}]"
89-72-5,0,"US2291804 , ; Chem.Abstr., , p. 656","[{""casId"": ""6863-58-7"", ""ZWM"": ""仲丁醚(外消旋和内消旋的混合物)"", ""img"": ""https://image.chemsrc.com/caspic/315/6863-58-7.png"", ""href"": ""/cas/6863-58-7_122262.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""89-72-5"", ""ZWM"": ""邻仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/139/89-72-5.png"", ""href"": ""/cas/89-72-5_113.html""}, {""casId"": ""99-71-8"", ""ZWM"": ""4-仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/362/99-71-8.png"", ""href"": ""/cas/99-71-8_333764.html""}]"
89-72-5,0,"Zhurnal Obshchei Khimii, , vol. 15, p. 820,822 Chem.Abstr., , p. 732","[{""casId"": ""7664-38-2"", ""ZWM"": ""磷酸"", ""img"": ""https://image.chemsrc.com/caspic/338/7664-38-2.png"", ""href"": ""/cas/7664-38-2_329226.html""}, {""casId"": ""71-36-3"", ""ZWM"": ""正丁醇"", ""img"": ""https://image.chemsrc.com/caspic/428/71-36-3.png"", ""href"": ""/cas/71-36-3_766828.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""89-72-5"", ""ZWM"": ""邻仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/139/89-72-5.png"", ""href"": ""/cas/89-72-5_113.html""}]"
89-72-5,0,"Justus Liebigs Annalen der Chemie, , vol. 472, p. 34","[{""casId"": ""7647-01-0"", ""ZWM"": ""盐酸"", ""img"": ""https://image.chemsrc.com/caspic/327/7647-01-0.png"", ""href"": ""/cas/7647-01-0_81412.html""}, {""casId"": ""77-40-7"", ""ZWM"": ""双酚B"", ""img"": ""https://image.chemsrc.com/caspic/363/77-40-7.png"", ""href"": ""/cas/77-40-7_1102393.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""89-72-5"", ""ZWM"": ""邻仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/139/89-72-5.png"", ""href"": ""/cas/89-72-5_113.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}]"
89-72-5,0,"Monatshefte fuer Chemie, , vol. 53/54, p. 728","[{""casId"": ""7664-93-9"", ""ZWM"": ""硫酸"", ""img"": ""https://image.chemsrc.com/caspic/286/7664-93-9.png"", ""href"": ""/cas/7664-93-9_392126.html""}, {""casId"": ""7732-18-5"", ""ZWM"": ""水"", ""img"": ""https://image.chemsrc.com/caspic/249/7732-18-5.png"", ""href"": ""/cas/7732-18-5_895090.html""}, {""casId"": ""78-92-2"", ""ZWM"": ""仲丁醇"", ""img"": ""https://image.chemsrc.com/caspic/386/78-92-2.png"", ""href"": ""/cas/78-92-2_829784.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""89-72-5"", ""ZWM"": ""邻仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/139/89-72-5.png"", ""href"": ""/cas/89-72-5_113.html""}, {""casId"": ""99-71-8"", ""ZWM"": ""4-仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/362/99-71-8.png"", ""href"": ""/cas/99-71-8_333764.html""}]"
89-72-5,0,"DE467640 ; Fortschr. Teerfarbenfabr. Verw. Industriezweige, vol. 16, p. 2882","[{""casId"": ""77-40-7"", ""ZWM"": ""双酚B"", ""img"": ""https://image.chemsrc.com/caspic/363/77-40-7.png"", ""href"": ""/cas/77-40-7_1102393.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""89-72-5"", ""ZWM"": ""邻仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/139/89-72-5.png"", ""href"": ""/cas/89-72-5_113.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}]"
89-72-5,0,"Journal of the Chemical Society, , p. 4080,4084","[{""casId"": ""10574-17-1"", ""ZWM"": ""butan-2-yloxybenzene"", ""img"": ""https://image.chemsrc.com/caspic/340/10574-17-1.png"", ""href"": ""/cas/10574-17-1_353818.html""}, {""casId"": ""7727-15-3"", ""ZWM"": ""三溴化铝"", ""img"": ""https://image.chemsrc.com/caspic/438/7727-15-3.png"", ""href"": ""/cas/7727-15-3_403962.html""}, {""casId"": ""108-90-7"", ""ZWM"": ""氯苯"", ""img"": ""https://image.chemsrc.com/caspic/289/108-90-7.png"", ""href"": ""/cas/108-90-7_895911.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""89-72-5"", ""ZWM"": ""邻仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/139/89-72-5.png"", ""href"": ""/cas/89-72-5_113.html""}, {""casId"": ""99-71-8"", ""ZWM"": ""4-仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/362/99-71-8.png"", ""href"": ""/cas/99-71-8_333764.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}]"
89-72-5,0,"Journal of the Chemical Society, , p. 4080,4084","[{""casId"": ""7446-70-0"", ""ZWM"": ""氯化铝"", ""img"": ""https://image.chemsrc.com/caspic/378/7446-70-0.png"", ""href"": ""/cas/7446-70-0_829412.html""}, {""casId"": ""10574-17-1"", ""ZWM"": ""butan-2-yloxybenzene"", ""img"": ""https://image.chemsrc.com/caspic/340/10574-17-1.png"", ""href"": ""/cas/10574-17-1_353818.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""89-72-5"", ""ZWM"": ""邻仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/139/89-72-5.png"", ""href"": ""/cas/89-72-5_113.html""}, {""casId"": ""99-71-8"", ""ZWM"": ""4-仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/362/99-71-8.png"", ""href"": ""/cas/99-71-8_333764.html""}, {""casId"": ""1849-18-9"", ""ZWM"": ""2,4-二仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/216/1849-18-9.png"", ""href"": ""/cas/1849-18-9_751439.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}]"
89-72-5,0,"J. Appl. Chem. USSR (Engl. Transl.), , vol. 62, # 9.2 p. 2106 - 2110,1958 - 1961","[{""casId"": ""71-36-3"", ""ZWM"": ""正丁醇"", ""img"": ""https://image.chemsrc.com/caspic/428/71-36-3.png"", ""href"": ""/cas/71-36-3_766828.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""89-72-5"", ""ZWM"": ""邻仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/139/89-72-5.png"", ""href"": ""/cas/89-72-5_113.html""}, {""casId"": ""99-71-8"", ""ZWM"": ""4-仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/362/99-71-8.png"", ""href"": ""/cas/99-71-8_333764.html""}, {""casId"": ""1126-79-0"", ""ZWM"": ""丁基苯基醚"", ""img"": ""https://image.chemsrc.com/caspic/142/1126-79-0.png"", ""href"": ""/cas/1126-79-0_754703.html""}, {""casId"": ""1849-18-9"", ""ZWM"": ""2,4-二仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/216/1849-18-9.png"", ""href"": ""/cas/1849-18-9_751439.html""}, {""casId"": ""5510-99-6"", ""ZWM"": ""2,6-二仲丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/131/5510-99-6.png"", ""href"": ""/cas/5510-99-6_75052.html""}, {""casId"": ""5892-47-7"", ""ZWM"": ""2,4,6-tri-sec-butylphenol"", ""img"": ""https://image.chemsrc.com/caspic/122/5892-47-7.png"", ""href"": ""/cas/5892-47-7_799942.html""}]"
96-76-4,200675,"Tetrahedron, , vol. 46, # 3 p. 803 - 814","[{""casId"": ""32857-07-1"", ""ZWM"": ""2-(dimethylaminomethyl)-4,6-ditert-butyl-phenol"", ""img"": ""https://image.chemsrc.com/caspic/209/32857-07-1.png"", ""href"": ""/cas/32857-07-1_1034641.html""}, {""casId"": """", ""ZWM"": ""~6%"", ""img"": """", ""href"": """"}, {""casId"": ""96-76-4"", ""ZWM"": ""2,4-二叔丁基酚"", ""img"": ""https://image.chemsrc.com/caspic/210/96-76-4.png"", ""href"": ""/cas/96-76-4_114.html""}, {""casId"": ""128203-40-7"", ""ZWM"": ""2,4-ditert-butyl-6-(methoxymethyl)phenol"", ""img"": ""https://image.chemsrc.com/caspic/261/128203-40-7.png"", ""href"": ""/cas/128203-40-7_612677.html""}]"
96-76-4,0,"WO2011/69052 A2, ; Page/Page column 11 ;","[{""casId"": ""128-39-2"", ""ZWM"": ""2,6-二叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/253/128-39-2.png"", ""href"": ""/cas/128-39-2_834512.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""96-76-4"", ""ZWM"": ""2,4-二叔丁基酚"", ""img"": ""https://image.chemsrc.com/caspic/210/96-76-4.png"", ""href"": ""/cas/96-76-4_114.html""}]"
96-76-4,0,"Pil'shchikov, V. A.; Nesterova, T. N.; Rozhnov, A. M. J. Appl. Chem. USSR (Engl. Transl.), 1981 , vol. <2> 54, # 11 p. 2592 - 2595,2298 - 2300","[{""casId"": ""115-11-7"", ""ZWM"": ""2-甲基丙烯"", ""img"": ""https://image.chemsrc.com/caspic/150/115-11-7.png"", ""href"": ""/cas/115-11-7_754863.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~84%"", ""img"": """", ""href"": """"}, {""casId"": ""96-76-4"", ""ZWM"": ""2,4-二叔丁基酚"", ""img"": ""https://image.chemsrc.com/caspic/210/96-76-4.png"", ""href"": ""/cas/96-76-4_114.html""}]"
96-76-4,0,"Journal of the American Chemical Society, , vol. 60, p. 2495","[{""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""96-76-4"", ""ZWM"": ""2,4-二叔丁基酚"", ""img"": ""https://image.chemsrc.com/caspic/210/96-76-4.png"", ""href"": ""/cas/96-76-4_114.html""}]"
96-76-4,71174,"Journal of Organic Chemistry, , vol. 49, # 22 p. 4161 - 4165","[{""casId"": ""507-19-7"", ""ZWM"": ""溴代叔丁烷"", ""img"": ""https://image.chemsrc.com/caspic/207/507-19-7.png"", ""href"": ""/cas/507-19-7_402572.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""98-54-4"", ""ZWM"": ""对叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/008/98-54-4.png"", ""href"": ""/cas/98-54-4_120.html""}, {""casId"": ""96-76-4"", ""ZWM"": ""2,4-二叔丁基酚"", ""img"": ""https://image.chemsrc.com/caspic/210/96-76-4.png"", ""href"": ""/cas/96-76-4_114.html""}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}]"
96-76-4,0,"WO2011/14405 A1, ; Page/Page column 42 ;","[{""casId"": ""513-35-9"", ""ZWM"": ""2-甲基-2-丁烯"", ""img"": ""https://image.chemsrc.com/caspic/024/513-35-9.png"", ""href"": ""/cas/513-35-9_336985.html""}, {""casId"": ""115-11-7"", ""ZWM"": ""2-甲基丙烯"", ""img"": ""https://image.chemsrc.com/caspic/150/115-11-7.png"", ""href"": ""/cas/115-11-7_754863.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~18%"", ""img"": """", ""href"": """"}, {""casId"": ""98-54-4"", ""ZWM"": ""对叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/008/98-54-4.png"", ""href"": ""/cas/98-54-4_120.html""}, {""casId"": ""88-18-6"", ""ZWM"": ""邻叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/009/88-18-6.png"", ""href"": ""/cas/88-18-6_28856.html""}, {""casId"": ""80-46-6"", ""ZWM"": ""对叔戊基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/252/80-46-6.png"", ""href"": ""/cas/80-46-6_245877.html""}, {""casId"": ""96-76-4"", ""ZWM"": ""2,4-二叔丁基酚"", ""img"": ""https://image.chemsrc.com/caspic/210/96-76-4.png"", ""href"": ""/cas/96-76-4_114.html""}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}, {""casId"": ""120-95-6"", ""ZWM"": ""2,4-二叔戊基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/451/120-95-6.png"", ""href"": ""/cas/120-95-6_115.html""}, {""casId"": ""122269-03-8"", ""ZWM"": ""2-叔丁基- 4-(1,1-二甲基丙基)苯酚"", ""img"": ""https://image.chemsrc.com/caspic/067/122269-03-8.png"", ""href"": ""/cas/122269-03-8_610436.html""}, {""casId"": ""122269-05-0"", ""ZWM"": ""4-tert-butyl-2-(1,1-dimethyl-propyl)-phenol"", ""img"": ""https://image.chemsrc.com/caspic/481/122269-05-0.png"", ""href"": ""/cas/122269-05-0_570912.html""}]"
96-76-4,0,"WO2011/14527 A2, ; Page/Page column 39 ;","[{""casId"": ""115-11-7"", ""ZWM"": ""2-甲基丙烯"", ""img"": ""https://image.chemsrc.com/caspic/150/115-11-7.png"", ""href"": ""/cas/115-11-7_754863.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""98-54-4"", ""ZWM"": ""对叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/008/98-54-4.png"", ""href"": ""/cas/98-54-4_120.html""}, {""casId"": ""88-18-6"", ""ZWM"": ""邻叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/009/88-18-6.png"", ""href"": ""/cas/88-18-6_28856.html""}, {""casId"": ""96-76-4"", ""ZWM"": ""2,4-二叔丁基酚"", ""img"": ""https://image.chemsrc.com/caspic/210/96-76-4.png"", ""href"": ""/cas/96-76-4_114.html""}]"
96-76-4,0,"Bulletin of the Chemical Society of Japan, , vol. 76, # 12 p. 2353 - 2360","[{""casId"": ""1014-60-4"", ""ZWM"": ""1,3-二叔丁基苯"", ""img"": ""https://image.chemsrc.com/caspic/184/1014-60-4.png"", ""href"": ""/cas/1014-60-4_333930.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""96-76-4"", ""ZWM"": ""2,4-二叔丁基酚"", ""img"": ""https://image.chemsrc.com/caspic/210/96-76-4.png"", ""href"": ""/cas/96-76-4_114.html""}]"
96-76-4,0,"US1972599 , ; Journal of the American Chemical Society, , vol. 67, p. 303,305","[{""casId"": ""507-20-0"", ""ZWM"": ""氯代叔丁烷"", ""img"": ""https://image.chemsrc.com/caspic/342/507-20-0.png"", ""href"": ""/cas/507-20-0_819650.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""96-76-4"", ""ZWM"": ""2,4-二叔丁基酚"", ""img"": ""https://image.chemsrc.com/caspic/210/96-76-4.png"", ""href"": ""/cas/96-76-4_114.html""}]"
96-76-4,71174,"Journal of Organic Chemistry, , vol. 49, # 22 p. 4161 - 4165","[{""casId"": ""507-19-7"", ""ZWM"": ""溴代叔丁烷"", ""img"": ""https://image.chemsrc.com/caspic/207/507-19-7.png"", ""href"": ""/cas/507-19-7_402572.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""128-39-2"", ""ZWM"": ""2,6-二叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/253/128-39-2.png"", ""href"": ""/cas/128-39-2_834512.html""}, {""casId"": ""88-18-6"", ""ZWM"": ""邻叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/009/88-18-6.png"", ""href"": ""/cas/88-18-6_28856.html""}, {""casId"": ""96-76-4"", ""ZWM"": ""2,4-二叔丁基酚"", ""img"": ""https://image.chemsrc.com/caspic/210/96-76-4.png"", ""href"": ""/cas/96-76-4_114.html""}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}]"
96-76-4,0,"Chinese Journal of Catalysis, , vol. 31, # 7 p. 759 - 764","[{""casId"": ""75-65-0"", ""ZWM"": ""叔丁醇"", ""img"": ""https://image.chemsrc.com/caspic/441/75-65-0.png"", ""href"": ""/cas/75-65-0_899488.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~12%"", ""img"": """", ""href"": """"}, {""casId"": ""98-54-4"", ""ZWM"": ""对叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/008/98-54-4.png"", ""href"": ""/cas/98-54-4_120.html""}, {""casId"": ""88-18-6"", ""ZWM"": ""邻叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/009/88-18-6.png"", ""href"": ""/cas/88-18-6_28856.html""}, {""casId"": ""96-76-4"", ""ZWM"": ""2,4-二叔丁基酚"", ""img"": ""https://image.chemsrc.com/caspic/210/96-76-4.png"", ""href"": ""/cas/96-76-4_114.html""}]"
